l1,l2,l3,k1,k2,k3,w1,w2,w3
1.0,1.2732240437158469,1.2732240437158469,4200,4200,4200,20.08748666361835,55.32439160697049,77.73548239597622
1.005464480874317,1.2732240437158469,1.2732240437158469,4200,4200,4200,20.06177920032515,55.2583447645176,77.70042676421275
1.010928961748634,1.2732240437158469,1.2732240437158469,4200,4200,4200,20.036274958085656,55.21160392216634,77.66613321140069
1.0163934426229508,1.2732240437158469,1.2732240437158469,4200,4200,4200,20.01087232637301,55.155210079764274,77.63260173754
1.0218579234972678,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.98546969466037,55.10135650053346,77.61850327693949
1.0273224043715847,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.960067062947722,55.0383579738861,77.58573388203018
1.0327868852459017,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.934867652288784,54.99263323680333,77.55334552659657
1.0382513661202186,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.909668241629834,54.938271604938265,77.50952598689224
1.0437158469945356,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.88457044149774,54.88441802570746,77.4775186709343
1.0491803278688525,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.859574251892493,54.823451709597116,77.44627343392774
1.0546448087431695,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.8346796728141,54.778743077782856,77.4150281969212
1.0601092896174864,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.809886704262563,54.7264136564548,77.38454503886602
1.0655737704918034,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.785195346237874,54.66646344561296,77.35482395976224
1.0710382513661203,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.760503988213184,54.622770919067214,77.32548392013413
1.0765027322404372,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.735914240715342,54.57247370827617,77.29690595945742
1.0819672131147542,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.711426103744348,54.513539602702835,77.26947111720774
1.0874316939890711,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.686836356246506,54.47238733932835,77.2641365645481
1.092896174863388,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.662449829802362,54.42158207590307,77.2382258802012
1.098360655737705,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.638164913885078,54.37077681247777,77.2119341563786
1.1038251366120218,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.613778387440938,54.323019864858,77.1860234720317
1.1092896174863387,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.58969669257735,54.27170654879845,77.16011278768481
1.1147540983606556,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.56561499771376,54.22344154854443,77.13420210333791
1.1202185792349726,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.54153330285017,54.17670070619317,77.10829141899102
1.1256830601092895,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.517756439567137,54.12792765330489,77.08238073464413
1.1311475409836065,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.493877965757253,54.07966265305086,77.04541990550221
1.1366120218579234,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.470101102474214,54.024284915917285,77.01989026063102
1.1420765027322404,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.446425849718032,53.98618096834832,76.9947416552355
1.1475409836065573,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.422750596961844,53.93944012599706,76.96997408931566
1.1530054644808743,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.399075344205656,53.8926992836458,76.94558756287152
1.1584699453551912,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.375501701976322,53.84849870446579,76.92158207590307
1.1639344262295082,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.35202967027384,53.80277396738303,76.89795762841031
1.169398907103825,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.328659249098205,53.75603312503176,76.87509525986893
1.174863387978142,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.305492048976273,53.711324493217504,76.85261393080324
1.180327868852459,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.282223238327493,53.66610780876899,76.83089468068894
1.185792349726776,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.25915764873241,53.613270334806685,76.81641518061272
1.1912568306010929,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.236092059137327,53.57821470304324,76.79393385154702
1.1967213114754098,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.213128080069094,53.53299801859473,76.77221460143271
1.2021857923497268,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.190164101000864,53.482192755169436,76.77030940405427
1.2076502732240437,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.16720012193263,53.439008281257934,76.74935223289133
1.2131147540983607,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.144337753391255,53.40344459686023,76.72801402225272
1.2185792349726776,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.121576995376717,53.353655438703456,76.70667581161409
1.2240437158469946,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.09891784788904,53.311487070060465,76.67390641670477
1.2295081967213115,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.07636031092821,53.27846364883402,76.65294924554183
1.2349726775956285,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.053904384494235,53.23629528019103,76.6323731138546
1.2404371584699454,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.031448458060254,53.19463496418229,76.61217802164303
1.2459016393442623,1.2732240437158469,1.2732240437158469,4200,4200,4200,19.009094142153128,53.15348270080781,76.59198292943148
1.2513661202185793,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.986739826245994,53.11283849006757,76.57254991617133
1.2568306010928962,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.964385510338868,53.072194279327334,76.55311690291116
1.262295081967213,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.942234415485444,53.0315500685871,76.55807041609512
1.2677595628415301,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.91998171010517,52.99141391048112,76.53939948178632
1.2732240437158469,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.898033836305444,52.95076969974088,76.52110958695322
1.278688524590164,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.876085962505712,52.91164964690342,76.5024386526444
1.2841530054644807,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.854138088705987,52.87151348879743,76.48414875781131
1.289617486338798,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.83239343595996,52.83340954122846,76.45442767870752
1.2950819672131146,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.810547172687087,52.78717675151145,76.4365188233501
1.3005464480874318,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.78880251994107,52.75770969872478,76.41860996799268
1.3060109289617485,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.76705786719504,52.71858964588732,76.40108215211097
1.3114754098360657,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.74541482497587,52.68048569831835,76.38355433622922
1.3169398907103824,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.723873393283544,52.634760961235585,76.3667885992989
1.3224043715846994,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.702433572118075,52.60529390844892,76.35573845450388
1.3278688524590163,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.681095361479453,52.560077224000416,76.33859167809784
1.3333333333333333,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.65975715084083,52.5321343291165,76.32182594116749
1.3387978142076502,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.63852055072905,52.49453843418179,76.30506020423717
1.3442622950819672,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.617283950617285,52.456942539247066,76.2886755067825
1.349726775956284,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.59604735050552,52.42087080221511,76.27229080932784
1.355191256830601,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.5749123609206,52.3842910125489,76.25628715134887
1.360655737704918,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.553878981862518,52.34923538078546,76.2406645328456
1.366120218579235,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.5329472133313,52.31621195955902,76.23037646700197
1.3715846994535519,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.512117055326932,52.27963216989281,76.21665904587715
1.3770491803278688,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.491286897322563,52.24051211705533,76.20294162475233
1.3825136612021858,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.470456739318198,52.200884011583604,76.18960524310319
1.3879781420765027,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.44972819184068,52.17344916933395,76.17626886145406
1.3934426229508197,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.428999644363156,52.139409642839006,76.1743636640756
1.3989071038251366,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.408372707412486,52.10537011634406,76.16102728242647
1.4043715846994536,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.38784738098867,52.06320174770107,76.14730986130164
1.4098360655737705,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.36742366509171,52.03576690545141,76.1339734796525
1.4153005464480874,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.346999949194743,52.003251536859224,76.12025605852767
1.4207650273224044,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.326677843824623,51.96616369455876,76.10691967687852
1.4262295081967213,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.3063557384545,51.92856779962405,76.09320225575371
1.4316939890710383,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.28603363308439,51.90468932581417,76.06767261088248
1.4371584699453552,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.265813138241114,51.87166590458773,76.05357415028197
1.4426229508196722,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.245694253924704,51.83051364121324,76.03985672915714
1.4480874316939891,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.225676980135145,51.7985063252553,76.02804450541076
1.453551912568306,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.20565970634558,51.77411979881117,76.01470812376162
1.459016393442623,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.185845653609714,51.73449169333944,76.00137174211248
1.4644808743169397,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.165929990347,51.70299243001576,75.98841639993904
1.469945355191257,1.2732240437158469,1.2732240437158469,4200,4200,4200,18.146014327084288,51.67962200884011,75.97584209724128
