l1,l2,l4,k1,k2,k3,w1,w2,w3
1.316939891,1.316939891,1.316939891,4200,4200,4200,18.58172027,52.06218564,75.24005487
1.322404372,1.322404372,1.322404372,4200,4200,4200,18.54331149,51.95701875,75.08459076
1.327868852,1.327868852,1.327868852,4200,4200,4200,18.50510593,51.84727938,74.92988874
1.333333333,1.333333333,1.333333333,4200,4200,4200,18.46710359,51.74312859,74.77632983
1.338797814,1.338797814,1.338797814,4200,4200,4200,18.42940609,51.6303409,74.623533
1.344262295,1.344262295,1.344262295,4200,4200,4200,18.3919118,51.53330285,74.47149825
1.349726776,1.349726776,1.349726776,4200,4200,4200,18.35462074,51.42813595,74.32060661
1.355191257,1.355191257,1.355191257,4200,4200,4200,18.31763451,51.32449322,74.1708581
1.360655738,1.360655738,1.360655738,4200,4200,4200,18.28074989,51.21373774,74.02149063
1.366120219,1.366120219,1.366120219,4200,4200,4200,18.2441701,51.11161916,73.87364731
1.371584699,1.371584699,1.371584699,4200,4200,4200,18.20779353,51.01762943,73.72618503
1.37704918,1.37704918,1.37704918,4200,4200,4200,18.17162018,50.91449474,73.57986587
1.382513661,1.382513661,1.382513661,4200,4200,4200,18.13565005,50.81542448,73.43430879
1.387978142,1.387978142,1.387978142,4200,4200,4200,18.09998476,50.71178174,73.28951379
1.393442623,1.393442623,1.393442623,4200,4200,4200,18.06442107,50.61474369,73.14548087
1.398907104,1.398907104,1.398907104,4200,4200,4200,18.02906061,50.51618148,73.00259107
1.404371585,1.404371585,1.404371585,4200,4200,4200,17.99400498,50.41863537,72.86046334
1.409836066,1.409836066,1.409836066,4200,4200,4200,17.95905096,50.32312148,72.7190977
1.415300546,1.415300546,1.415300546,4200,4200,4200,17.92440177,50.22151095,72.57849413
1.420765027,1.420765027,1.420765027,4200,4200,4200,17.88985419,50.12650511,72.43903368
1.426229508,1.426229508,1.426229508,4200,4200,4200,17.85561144,50.02997511,72.29995428
1.431693989,1.431693989,1.431693989,4200,4200,4200,17.8214703,49.93496926,72.16201799
1.43715847,1.43715847,1.43715847,4200,4200,4200,17.78753239,49.83996342,72.02446273
1.442622951,1.442622951,1.442622951,4200,4200,4200,17.75379769,49.74495758,71.8880506
1.448087432,1.448087432,1.448087432,4200,4200,4200,17.72026622,49.65045979,71.75240055
1.453551913,1.453551913,1.453551913,4200,4200,4200,17.68693797,49.55647005,71.61713153
1.459016393,1.459016393,1.459016393,4200,4200,4200,17.65381294,49.45739979,71.48300564
1.464480874,1.464480874,1.464480874,4200,4200,4200,17.62089112,49.372555,71.34964182
1.469945355,1.469945355,1.469945355,4200,4200,4200,17.58807092,49.27348473,71.21665905
1.475409836,1.475409836,1.475409836,4200,4200,4200,17.55545395,49.18863994,71.08481939
1.480874317,1.480874317,1.480874317,4200,4200,4200,17.52304019,49.09922268,70.95336077
1.486338798,1.486338798,1.486338798,4200,4200,4200,17.49082965,49.00828126,70.82304527
1.491803279,1.491803279,1.491803279,4200,4200,4200,17.45872072,48.91073515,70.69311081
1.49726776,1.49726776,1.49726776,4200,4200,4200,17.42681502,48.82944673,70.56393842
1.50273224,1.50273224,1.50273224,4200,4200,4200,17.39511253,48.74053752,70.43552812
1.508196721,1.508196721,1.508196721,4200,4200,4200,17.36361327,48.65305086,70.3078799
1.513661202,1.513661202,1.513661202,4200,4200,4200,17.33221562,48.56414165,70.18099375
1.519125683,1.519125683,1.519125683,4200,4200,4200,17.30102119,48.47640096,70.05448865
1.524590164,1.524590164,1.524590164,4200,4200,4200,17.27002998,48.38947315,69.92874562
1.530054645,1.530054645,1.530054645,4200,4200,4200,17.23914037,48.30325662,69.80376467
1.535519126,1.535519126,1.535519126,4200,4200,4200,17.208454,48.21475385,69.6795458
1.540983607,1.540983607,1.540983607,4200,4200,4200,17.17786923,48.13138241,69.55570797
1.546448087,1.546448087,1.546448087,4200,4200,4200,17.14748768,48.04602957,69.43301326
