l1,l2,l3,k1,k2,k3,w1,w2,w3
1.2732240437158469,1.0,1.2732240437158469,4200,4200,4200,19.639485850734136,53.55738454503887,82.1231519585429
1.2732240437158469,1.005464480874317,1.2732240437158469,4200,4200,4200,19.62393944012599,53.545191281816805,81.98521566834326
1.2732240437158469,1.010928961748634,1.2732240437158469,4200,4200,4200,19.60839302951786,53.53299801859473,81.84956561499772
1.2732240437158469,1.0163934426229508,1.2732240437158469,4200,4200,4200,19.59294822943657,53.513692018493124,81.72763298277702
1.2732240437158469,1.0218579234972678,1.2732240437158469,4200,4200,4200,19.577605039882133,53.51013565005335,81.59350708733425
1.2732240437158469,1.0273224043715847,1.2732240437158469,4200,4200,4200,19.562261850327694,53.49794238683128,81.43842402072853
1.2732240437158469,1.0327868852459017,1.2732240437158469,4200,4200,4200,19.546918660773255,53.4857491236092,81.31992074378905
1.2732240437158469,1.0382513661202186,1.2732240437158469,4200,4200,4200,19.53157547121882,53.47406391302139,81.1671239140375
1.2732240437158469,1.0437158469945356,1.2732240437158469,4200,4200,4200,19.51623228166438,53.46136259716507,81.03642737387592
1.2732240437158469,1.0491803278688525,1.2732240437158469,4200,4200,4200,19.50088909210994,53.449169333943,80.90916018899557
1.2732240437158469,1.0546448087431695,1.2732240437158469,4200,4200,4200,19.48564751308236,53.42935528120714,80.78379820149368
1.2732240437158469,1.0601092896174864,1.2732240437158469,4200,4200,4200,19.47050754458162,53.426306965401615,80.67062947721384
1.2732240437158469,1.0655737704918034,1.2732240437158469,4200,4200,4200,19.455367576080885,53.415129807448054,80.5460295686633
1.2732240437158469,1.0710382513661203,1.2732240437158469,4200,4200,4200,19.44022760758014,53.40141238632322,80.42066758116141
1.2732240437158469,1.0765027322404372,1.2732240437158469,4200,4200,4200,19.42498602855255,53.3887110704669,80.28311233043743
1.2732240437158469,1.0819672131147542,1.2732240437158469,4200,4200,4200,19.40984606005182,53.37753391251334,80.15775034293553
1.2732240437158469,1.0874316939890711,1.2732240437158469,4200,4200,4200,19.39480770207793,53.365848701925515,80.03353147386069
1.2732240437158469,1.092896174863388,1.2732240437158469,4200,4200,4200,19.37976934410405,53.35263933343495,79.91159884164
1.2732240437158469,1.098360655737705,1.2732240437158469,4200,4200,4200,19.364832596657013,53.34095412284713,79.79195244627344
1.2732240437158469,1.1038251366120218,1.2732240437158469,4200,4200,4200,19.34989584920998,53.326220596453794,79.67459228776102
1.2732240437158469,1.1092896174863387,1.2732240437158469,4200,4200,4200,19.334857491236093,53.31656759640299,79.55989940557843
1.2732240437158469,1.1147540983606556,1.2732240437158469,4200,4200,4200,19.319819133262204,53.30437433318092,79.4467306812986
1.2732240437158469,1.1202185792349726,1.2732240437158469,4200,4200,4200,19.304882385815166,53.29218106995885,79.33470507544583
1.2732240437158469,1.1256830601092895,1.2732240437158469,4200,4200,4200,19.289945638368135,53.27998780673678,79.23525377229082
1.2732240437158469,1.1311475409836065,1.2732240437158469,4200,4200,4200,19.2752121119748,53.267286490880466,79.12360920591372
1.2732240437158469,1.1366120218579234,1.2732240437158469,4200,4200,4200,19.260376975054616,53.255601280292645,79.01158360006096
1.2732240437158469,1.1420765027322404,1.2732240437158469,4200,4200,4200,19.245643448661284,53.243916069704824,78.89993903368389
1.2732240437158469,1.1475409836065573,1.2732240437158469,4200,4200,4200,19.230808311741097,53.231214753848505,78.76771833561958
1.2732240437158469,1.1530054644808743,1.2732240437158469,4200,4200,4200,19.21597317482091,53.219529543260684,78.66064624295076
1.2732240437158469,1.1584699453551912,1.2732240437158469,4200,4200,4200,19.20123964842757,53.20632017477011,78.55509830818472
1.2732240437158469,1.1639344262295082,1.2732240437158469,4200,4200,4200,19.186506122034242,53.19463496418229,78.45107453132144
1.2732240437158469,1.169398907103825,1.2732240437158469,4200,4200,4200,19.17187420616776,53.17431285881217,78.3420972412742
1.2732240437158469,1.174863387978142,1.2732240437158469,4200,4200,4200,19.157343900828128,53.17024843773815,78.23845450388659
1.2732240437158469,1.180327868852459,1.2732240437158469,4200,4200,4200,19.142711984961647,53.157039069247574,78.13633592440176
1.2732240437158469,1.185792349726776,1.2732240437158469,4200,4200,4200,19.12808006909516,53.14687801656252,78.03612254229536
1.2732240437158469,1.1912568306010929,1.2732240437158469,4200,4200,4200,19.113346542701823,53.13366864807194,77.94810242341106
1.2732240437158469,1.1967213114754098,1.2732240437158469,4200,4200,4200,19.09881623736219,53.11334654270182,77.84865112025606
1.2732240437158469,1.2021857923497268,1.2732240437158469,4200,4200,4200,19.08438754254941,53.10115327947975,77.74958085657674
1.2732240437158469,1.2076502732240437,1.2732240437158469,4200,4200,4200,19.069958847736626,53.096580805771474,77.65051059289742
1.2732240437158469,1.2131147540983607,1.2732240437158469,4200,4200,4200,19.05553015292384,53.08489559518365,77.52819692120103
